ID,CATEGORY,NAME/CODE,DESCRIPTION,PRICE,ENABLE VAT,VAT VALUE,WEIGHT,OPTIONS,ENABLE DISCOUNT,AVAILABILITY,PENDING,IMAGES
,Блюда на углях мясные,Кебаб по-домашнему ,"Шея свиная нежирная, мраморная говядина, лук-репка, специи, томатно-острый соус, маринованная капуста",359,0,21,300,"Рис с овощами (200 г),109 |  Картофель домашний(180 г),159 |  Картофель фри (100 г),167 |  Картошка в фольге (200 г),168 |  Фрикасе из овощей (150 г),177 |  Картофель француз (200 г),179 |  Овощи ПО-ВОСТОЧНОМУ(200г),187 |  Картофель гриль (150 г),197 |  Овощи гриль (150 г),197 |  Драники ДЕРЕВЕНСКИЕ(250г),243 |  Драники мюнхен (260г),271 | Уксус 9% (50 г),15 |  Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Цезарь (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 | ",0,Unset,,\Мясные\Люля-Кебаб 280г.JPG
,Блюда на углях мясные,Шашлык из свиной шеи,"Шея свиная нежирная, лук красный маринованный, соус томатно-острый",484,0,21,300,"Рис с овощами (200 г),109 |  Картофель домашний(180 г),159 |  Картофель фри (100 г),167 |  Картошка в фольге (200 г),168 |  Фрикасе из овощей (150 г),177 |  Картофель француз (200 г),179 |  Овощи ПО-ВОСТОЧНОМУ(200г),187 |  Картофель гриль (150 г),197 |  Овощи гриль (150 г),197 |  Драники ДЕРЕВЕНСКИЕ(250г),243 |  Драники мюнхен (260г),271 | Уксус 9% (50 г),15 |  Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Цезарь (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 | ",0,Unset,,\Мясные\Шашлык из свиной шеи 200г.JPG
,Блюда на углях мясные,Шашлык Француз,"Филе бедра курицы маринованное, картофель по-французски, соус томатный, капуста маринованная",469,0,21,450," Уксус 9% (50 г), 15 |   Капуста в маринаде (50 г), 33 |   Сметана (50 г), 55 |   Болье (50 г), 55 |   Цезарь (50 г), 55 |   Хрен столовый (50 г), 55 |   Сырный (50 г), 55 |   Сметанно-чесночный 50 г, 55 |   Томатно-острый (50 г), 55 |   Барбекю (50 г), 55 |   Тонкацу (50 г), 55 |   Соевый (50 г), 55 |   Майонез (50 г), 55 |   Кетчуп хайнц (50 г), 55 |   Лук маринованый (50 г), 55 |   Острый ширача (30 г), 55 |   Горчица русская (50 г), 55 |   Тереяки ( 30 г), 55 |   Капуста в МАРИНАДЕ(100г), 66 |   Гранатовый (50 г), 80 |  Рис с овощами (200 г), 109 |   Картофель домашний(180 г), 159 |   Картофель фри (100 г), 167 |   Картошка в фольге (200 г), 168 |   Фрикасе из овощей (150 г), 177 |   Картофель француз (200 г), 179 |   Овощи ПО-ВОСТОЧНОМУ(200г), 187 |   Картофель гриль (150 г), 197 |   Овощи гриль (150 г), 197 |   Драники ДЕРЕВЕНСКИЕ(250г), 243 |   Драники мюнхен (260г), 271 | ",0,Unset,,\Мясные\Шашлык Куриный 500г.JPG
,Блюда на углях мясные,Люля кебаб из говядины,"Мраморная говядина, филе куриного бедра, лук репчатый, специи, соус Томатный острый, маринованная капуста. Блюдо Халяль",359,0,21,300," Уксус 9% (50 г), 15 |   Капуста в маринаде (50 г), 33 |   Сметана (50 г), 55 |   Болье (50 г), 55 |   Цезарь (50 г), 55 |   Хрен столовый (50 г), 55 |   Сырный (50 г), 55 |   Сметанно-чесночный 50 г, 55 |   Томатно-острый (50 г), 55 |   Барбекю (50 г), 55 |   Тонкацу (50 г), 55 |   Соевый (50 г), 55 |   Майонез (50 г), 55 |   Кетчуп хайнц (50 г), 55 |   Лук маринованый (50 г), 55 |   Острый ширача (30 г), 55 |   Горчица русская (50 г), 55 |   Тереяки ( 30 г), 55 |   Капуста в МАРИНАДЕ(100г), 66 |   Гранатовый (50 г), 80 |  Рис с овощами (200 г), 109 |   Картофель домашний(180 г), 159 |   Картофель фри (100 г), 167 |   Картошка в фольге (200 г), 168 |   Фрикасе из овощей (150 г), 177 |   Картофель француз (200 г), 179 |   Овощи ПО-ВОСТОЧНОМУ(200г), 187 |   Картофель гриль (150 г), 197 |   Овощи гриль (150 г), 197 |   Драники ДЕРЕВЕНСКИЕ(250г), 243 |   Драники мюнхен (260г), 271 | ",0,Unset,,"\Мясные\1 Люля-Кебаб из говядины 180 ;50;50 (говядина, кура,лук,специи).jpg"
,Блюда на углях мясные,Кебаб из курицы,"Фарш из куриной грудки и свиной нежирной шеи с добавление специй и лука-репки, обжареный до золотистой корочке на открытом огне. Подается с соусом Барбекю и красным маринованным луком",339,0,21,310," Уксус 9% (50 г), 15 |   Капуста в маринаде (50 г), 33 |   Сметана (50 г), 55 |   Болье (50 г), 55 |   Цезарь (50 г), 55 |   Хрен столовый (50 г), 55 |   Сырный (50 г), 55 |   Сметанно-чесночный 50 г, 55 |   Томатно-острый (50 г), 55 |   Барбекю (50 г), 55 |   Тонкацу (50 г), 55 |   Соевый (50 г), 55 |   Майонез (50 г), 55 |   Кетчуп хайнц (50 г), 55 |   Лук маринованый (50 г), 55 |   Острый ширача (30 г), 55 |   Горчица русская (50 г), 55 |   Тереяки ( 30 г), 55 |   Капуста в МАРИНАДЕ(100г), 66 |   Гранатовый (50 г), 80 |  Рис с овощами (200 г), 109 |   Картофель домашний(180 г), 159 |   Картофель фри (100 г), 167 |   Картошка в фольге (200 г), 168 |   Фрикасе из овощей (150 г), 177 |   Картофель француз (200 г), 179 |   Овощи ПО-ВОСТОЧНОМУ(200г), 187 |   Картофель гриль (150 г), 197 |   Овощи гриль (150 г), 197 |   Драники ДЕРЕВЕНСКИЕ(250г), 243 |   Драники мюнхен (260г), 271 | ",0,Unset,,\Мясные\Кебаб из курицы 320гр.jpg
,Блюда на углях мясные,Отбивная из свиной шеи ,"Шея свиная нежирная, соус томатно-острый, капуста маринованная",399,0,21,350,"Рис с овощами (200 г), 109 |   Картофель домашний(180 г), 159 |   Картофель фри (100 г), 167 |   Картошка в фольге (200 г), 168 |   Фрикасе из овощей (150 г), 177 |   Картофель француз (200 г), 179 |   Овощи ПО-ВОСТОЧНОМУ(200г), 187 |   Картофель гриль (150 г), 197 |   Овощи гриль (150 г), 197 |   Драники ДЕРЕВЕНСКИЕ(250г), 243 |   Драники мюнхен (260г), 271 |  Уксус 9% (50 г), 15 |   Капуста в маринаде (50 г), 33 |   Сметана (50 г), 55 |   Болье (50 г), 55 |   Томатно-острый (50 г), 55 |   Барбекю (50 г), 55 |   Хрен столовый (50 г), 55 |   Сырный (50 г), 55 |   Сметанно-чесночный 50 г, 55 |   Цезарь (50 г), 55 |   Тонкацу (50 г), 55 |   Соевый (50 г), 55 |   Майонез (50 г), 55 |   Кетчуп хайнц (50 г), 55 |   Лук маринованый (50 г), 55 |   Острый ширача (30 г), 55 |   Тереяки ( 30 г), 55 |   Горчица русская (50 г), 55 |   Капуста в МАРИНАДЕ(100г), 66 |   Гранатовый (50 г), 80 | ",0,Unset,,\Мясные\Стек из свиной шеи  210 гркупуста 50 соус50.jpg
,Блюда на углях мясные,Ребра гриль,"Свиные ребрышки маринованные с кавказскими специями, томленые в печи и обжаренные на мангале. Подается с томатно-острым соусом и фирменной капустой в маринаде",539,0,21,400,"Рис с овощами (200 г),109 |  Картофель домашний(180 г),159 |  Картофель фри (100 г),167 |  Картошка в фольге (200 г),168 |  Фрикасе из овощей (150 г),177 |  Картофель француз (200 г),179 |  Овощи ПО-ВОСТОЧНОМУ(200г),187 |  Картофель гриль (150 г),197 |  Овощи гриль (150 г),197 |  Драники ДЕРЕВЕНСКИЕ(250г),243 |  Драники мюнхен (260г),271 | Уксус 9% (50 г),15 |  Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Цезарь (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 | ",0,Unset,,\Мясные\рёбра гриль.jpg
,На компанию,Мясная тарелка,"Шашлык из свиной не жирной шеи (200 г), шашлык из свиной вырезки (200 г) шашлык из нежной говяжей вырезки (100 г), шашлык из филе бедра курицы без кости (200 г), кебаб из говядины (180 г), крылья куриные маринованные (200 г), подается с двумя видами соусов, томатный острый и сметанно-чесночный",2499,0,21,1118,"Рис с овощами (200 г),109 |  Картофель домашний(180 г),159 |  Картофель фри (100 г),167 |  Картошка в фольге (200 г),168 |  Фрикасе из овощей (150 г),177 |  Картофель француз (200 г),179 |  Овощи ПО-ВОСТОЧНОМУ(200г),187 |  Картофель гриль (150 г),197 |  Овощи гриль (150 г),197 |  Драники ДЕРЕВЕНСКИЕ(250г),243 |  Драники мюнхен (260г),271 | Уксус 9% (50 г),15 |  Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Цезарь (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 | ",0,Unset,,\Мясные\Мясная тарелка 980г.JPG
,На компанию,Сэт Эгоист,"Нежнейшая говяжья вырезка( 100 г), филе куриного бедра (200 г) без кожи и костей маринованные по фирменному рецепту и обжареные на угллях до золотистой корочки и только под заказ, подается с маринованным красным луком и средне-остым томатным соусом",888,0,21,400,"Рис с овощами (200 г),109 |  Картофель домашний(180 г),159 |  Картофель фри (100 г),167 |  Картошка в фольге (200 г),168 |  Фрикасе из овощей (150 г),177 |  Картофель француз (200 г),179 |  Овощи ПО-ВОСТОЧНОМУ(200г),187 |  Картофель гриль (150 г),197 |  Овощи гриль (150 г),197 |  Драники ДЕРЕВЕНСКИЕ(250г),243 |  Драники мюнхен (260г),271 | Уксус 9% (50 г),15 |  Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Цезарь (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 | ",0,Unset,,\Мясные\Сэт Эгоист 400гр.jpg
,На компанию,Сэт Гурман,"Вырезка свиная не жирная, нежнейшая говяжья вырезка, филе бедра курицы без кости, кебаб из говядины, кебаб из курицы, подается с тремя видами гарниров, овощи гриль, картошечка фри, фрикасе из овощей и соус барбекю, соус сметанно-чесночный",2390,0,21,1410,"Рис с овощами (200 г),109 |  Картофель домашний(180 г),159 |  Картофель фри (100 г),167 |  Картошка в фольге (200 г),168 |  Фрикасе из овощей (150 г),177 |  Картофель француз (200 г),179 |  Овощи ПО-ВОСТОЧНОМУ(200г),187 |  Картофель гриль (150 г),197 |  Овощи гриль (150 г),197 |  Драники ДЕРЕВЕНСКИЕ(250г),243 |  Драники мюнхен (260г),271 | Уксус 9% (50 г),15 |  Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Цезарь (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 | ",0,Unset,,\Мясные\Сэт Гурман 1460гр.jpg
,На компанию,Ассорти из Кебаб,"Люля кебаб из говядины, приготовленый из рубленой мраморной говядины и куриного бедра. Люля кебаб из курицы приготовлен из рубленого филе куриного бедра и свиной шеи нежирной. Подается с соусом барбекю и маринованной капустой все приготовлено по фирменным рецептам",567,0,21,500,"Рис с овощами (200 г),109 |  Картофель домашний(180 г),159 |  Картофель фри (100 г),167 |  Картошка в фольге (200 г),168 |  Фрикасе из овощей (150 г),177 |  Картофель француз (200 г),179 |  Овощи ПО-ВОСТОЧНОМУ(200г),187 |  Картофель гриль (150 г),197 |  Овощи гриль (150 г),197 |  Драники ДЕРЕВЕНСКИЕ(250г),243 |  Драники мюнхен (260г),271 | Уксус 9% (50 г),15 |  Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Цезарь (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 | ",0,Unset,,\Мясные\Ассорти из Люля-кебаб 500гр (2).jpg
,На компанию,Пивная тарелка,"Сырные палочки из Моцареллы, луковые кольца, корочки Ильича, куриные крылья фри, соус Болье, соус Томатно-острый (для компании под пенное)",839,0,21,580,,0,Unset,,\Закуски к пиву\пивная тарелка.JPG
,На компанию,Тарелка мяса на троих,"Шея свиная нежирная, филе бедра куриного, соус томатно-острый, соус сметанно-чесночный",2399,0,21,1000,"Соус Барбекю (делаем сами) (50 г)| Капуста маринованная (фирменный рецепт, идеально сочетается с мясом) (100 г)| Картофель гриль (делаем из свежего картофеля) (150 г)| Овощи гриль (баклажан, кабачки-цукини, перец болгарский, томат свежий, соль, перец. специи) (150 г)| Картофель фри (100 г)| Лук красный маринованный (лук-репка красный, соль, сахар, перец, уксус (9%) (100 г)| Соус Сырный (50 г)",0,Unset,,"\Мясные\Тарелка мяса на троих1,0кг.jpg"
,,,,,,,,,,,,
,Соуса,Соус болье,"Майонез оливковый, лук - репка красный, огурец маринованный",55,0,21,50,,0,Unset,,\Соуса\Соус Болье 50 г.JPG
,Соуса,Соус Барбекю,"Томатный соус, лук репка, мед, соевый соус, чеснок",55,0,21,50,,0,Unset,,\Соуса\Соус Барбекю 50 г.JPG
,Соуса,Соус Тонкацу,"Кетчуп Хайнц, соус Уорчестер, соевый соус, специи (собственного приготовления кисло-сладкий)",55,0,21,50,,0,Unset,,\Соуса\Соус Гранатовый 50 г.JPG
,Соуса,Соус томатный - острый,"Томатный соус, чеснок, перец чили. (средне острый)",55,0,21,50,,0,Unset,,\Соуса\Острый томатный соус 50 г.JPG
,Соуса,Соус майонез,Майонез оливковый Слобода,55,0,21,50,,0,Unset,,\Соуса\Майонез 50 г.JPG
,Соуса,Горчица Русская,Горчица Русская (острая),55,0,21,50,,0,Unset,,\Соуса\горчица.jpg
,Соуса,Гранатовый соус,Соус гранатовый Наршараб,80,0,21,50,,0,Unset,,\Соуса\Соус Гранатовый 50 г.JPG
,Соуса,Луковые маринованный,"Лук-репка красный, уксус 9%, сахар, соль",55,0,21,50,,0,Unset,,\Соуса\Лук маринованный 50 г.JPG
,Соуса,Сметана,Сметана,55,0,21,50,,0,Unset,,\Соуса\Майонез 50 г.JPG
,Соуса,Сырный соус,Сырный соус Хайнц,55,0,21,50,,0,Unset,,\Соуса\Соус Сырный 50 г.JPG
,Соуса,Соус Соевый,Соус Соевый,55,,,50,,,,,\Соуса\Соус Гранатовый 50 г.JPG
,Соуса,Кетчуп Хайнц,Соуса,55,,,50,,,,,\Соуса\Острый томатный соус 50 г.JPG
,Соуса,Соус Ширача,Соус Ширача ,55,,,50,,,,,\Соуса\Острый томатный соус 50 г.JPG
,Соуса,Соус Цезарь,"Сливки 33%, майонез оливковый, чеснок, соевый соус, специи",55,,,50,,,,,\Соуса\Майонез 50 г.JPG
,Соуса,Соус Сметанно - чесночный ,"Сметана, чеснок, петрушка ",55,,,50,,,,,\Соуса\Майонез 50 г.JPG
,Соуса,Хрен Столовый ,Хрен Столовый ,55,,,50,,,,,\Соуса\хрен.jpg
,Мясные блюда,Телятина Винтаж,"Медальоны из нежнейшей говяжей вырезки, слегка отбитые, обжареные на сковородочке и слегка смазанная французкой Дижонской горчицой и тушиться в сливках, с добавлением шляпок белых грибов и вишни без косточки. Фирменное блюдо",421,0,21,200,"Без вишни,0 |  Без грибов,0 | Рис с овощами (200 г),109 |  Картофель домашний(180 г),159 |  Картофель фри (100 г),167 |  Картошка в фольге (200 г),168 |  Фрикасе из овощей (150 г),177 |  Картофель француз (200 г),179 |  Овощи ПО-ВОСТОЧНОМУ(200г),187 |  Картофель гриль (150 г),197 |  Овощи гриль (150 г),197 |  Драники ДЕРЕВЕНСКИЕ(250г),243 |  Драники мюнхен (260г),271 | 5  Уксус 9% (50 г),15 |  Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Цезарь (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 |",0,Unset,,\Мясные\Телятина Винтаж 200г.JPG
,Мясные блюда,Телятина Оригинальная,"Вырезка говяжья, бекон копчено-вареный, картофель фри, соус Цезарь, соус Тонкацу, сыр Моцарелла",417,0,21,230," Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Цезарь (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 |",0,Unset,,\Мясные\Телятина Оригинальная 220г.JPG
,Мясные блюда,Филе Смак,"Филе куриной грудки, сыр Моцарелла, яйцо.",297,0,21,200,"Рис с овощами (200 г),109 |  Картофель домашний(180 г),159 |  Картофель фри (100 г),167 |  Картошка в фольге (200 г),168 |  Фрикасе из овощей (150 г),177 |  Картофель француз (200 г),179 |  Овощи ПО-ВОСТОЧНОМУ(200г),187 |  Картофель гриль (150 г),197 |  Овощи гриль (150 г),197 |  Драники ДЕРЕВЕНСКИЕ(250г),243 |  Драники мюнхен (260г),271 | Уксус 9% (50 г),15 |  Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Цезарь (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 | ",0,Unset,,\Мясные\Филе Смак 200г.JPG
,Мясные блюда,Эскалоп по-цыгански,"Вырезка свиная, яйцо, ветчина из индейки, сухари панко, майонез оливковый, сыр моцарелла, зелень, айзербайджанский томат, капуста маринованная",389,0,21,285," Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Цезарь (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 |",0,Unset,,\Мясные\Эскалоп по-цыгански 320г.JPG
,Мясные блюда,Свинина Маринеб,"Вырезка свиная, огурец маринованный (маринуем сами), томат свежий, сыр Моцарелла, майонез оливковый",279,0,21,200," Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Цезарь (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 |",0,Unset,,\Мясные\Свинина Маринеб 220г.JPG
,Мясные блюда,Мясо Албани,"Маринованная нежная говяжья вырезка, обжаренная со свежими баклажанами, кабачками, айзербайджанский томат, лук-репкой, картофелем, и свежими шампиньонами, перцем болгарским, на чугунной сковородке и ошпаренные соевым соусом. При подаче добавляем мелко рубленый чеснок",497,0,21,370,"Без чеснока,0 |Без зелени,0 |  Уксус 9% (50 г),15 |  Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Цезарь (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Тонкацу (50 г),55 |  Тереяки ( 30 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 |",0,Unset,,\Мясные\Мясо Албани 310гр.jpg
,Мясные блюда,Филе Кордон Блю,"Филе куриной грудки, соус Цезарь, ветчина из индейки, сыр Моцарелла
",317,0,21,230," Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Цезарь (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 |",0,Unset,,\Мясные\Филе Кордон Блю 250 г.JPG
,Мясные блюда,Сотэ с курочкой,"Маринованное филе куриного бедра, обжариваем со свежими баклажанами, кабачками, айзербайджанский томат, луком-репкой, отварным картофелем, и свежими шампиньонами, перцем болгарским, на чугунной сковородке и ошпаренные соевым соусом. При подаче добавляем мелко рубленый чеснок",357,0,21,380,"Без чеснока,0 |Без зелени,0 |  Уксус 9% (50 г),15 |  Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Цезарь (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Тонкацу (50 г),55 |  Тереяки ( 30 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 |",0,Unset,,\Мясные\Сотэ из курочки310гр.jpg
,Мясные блюда,Нагеттцы с картофелем фри,"Нежное филе грудки, панированое в яйце и сухариках, подаем с картофелем фри, соус барбекю",369,0,21,280," Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Цезарь (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 |",0,Unset,,\Мясные\Нагеттцы Шашлычные 130гр Фри 100гр.jpg
,Мясные блюда,Медальоны Дон Базилио,"Вырезка говяжья, айзербайджанский томат, сливки 33%, перец болгарский, сыр Пармезан, огурец свежий, зелень",539,,,225," Капуста в маринаде (50 г),33 |  Сметана (50 г),55 |  Болье (50 г),55 |  Цезарь (50 г),55 |  Хрен столовый (50 г),55 |  Сырный (50 г),55 |  Сметанно-чесночный 50 г,55 |  Томатно-острый (50 г),55 |  Барбекю (50 г),55 |  Тонкацу (50 г),55 |  Соевый (50 г),55 |  Майонез (50 г),55 |  Кетчуп хайнц (50 г),55 |  Лук маринованый (50 г),55 |  Острый ширача (30 г),55 |  Тереяки ( 30 г),55 |  Горчица русская (50 г),55 |  Капуста в МАРИНАДЕ(100г),66 |  Гранатовый (50 г),80 |",0,,,\Мясные\Медальоны Дон Базилио 250г.JPG
